"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","y1","y2"
0,-0.601892845985016,0.439997296186234,-0.678807618879959,1.47833445941722,2.30336591381396,-1.35723063236369,0.584447830871561,1.41907112615819,0.272647072247265,-0.33786205649429,2.68133995185989,-0.558281042189095,0.0101478929415063,0.31658208170853,-0.228734537188852,-0.517512461600488,0.595484075872913,-0.79122076046639,-0.69916207284241,0.240456737459204,1.89250447726691,-1.89838376609206,1.31946523979777,-0.0465472143250661,1.02481610051633,0.668510084754684,-1.1645365135976,-1.1700894026182,0.603696007280983,-0.589503911759317,-0.431007763788003,1.23869568320802,-0.39533675163349,-0.389293473006783,0.700201742315098,-0.25180753086975,-1.48918854054132,0.969206523546129,-0.372021454565351,-1.26911543294329,4.01922612572015,1.38660617522891,0.898672419965462,0.562132918398995,-0.168355740049406,-0.881090621860076,0.464223225935928,0.0154683601567042,-1.35195294146475,12.7104766376805,1
1,-0.993698591098714,0.735461391641063,0.574312736347461,-1.40678671660781,0.497378512436561,-1.29269780618488,-0.197527824058765,2.25791474757249,0.0414521225778085,-0.147132149218408,0.51531992846644,0.12542631621394,1.56213812037827,0.87175817049529,0.393937478387465,0.972147864555405,0.845158013101094,-0.333792553436961,-0.0346568501631155,5.65754279170131,0.352012563734609,1.74284186560446,1.62534692502681,0.805706290838608,-1.30335034997869,3.18150253337562,-0.252269311112391,0.0261071387138589,0.231231299234294,0.75499612826757,0.658439315111266,0.420205569402826,-0.390736391681225,-1.35563270872536,1.04127127883552,-0.210797950592581,-0.104547198801369,3.36422743620261,-1.20429990571939,-1.20523666191061,0.151696918085305,-0.878108960349666,-1.07377099870102,2.02205532104399,-2.0492340216905,-0.404010598376674,0.897129602519061,-1.27027097486857,0.663251028628943,6.96677116107269,1
0,1.0267850560749,0.405717567283752,-0.704514526288929,-1.88397213212785,3.70335987597869,-1.5172073063295,1.79749354722426,0.596505911714099,-0.00488185240666987,-0.673635433725076,1.78019177145925,1.81511034313144,0.412846045461375,0.657373017136509,0.128326486833156,0.460094659137395,0.437806067920285,0.553865425034031,0.288890667273905,5.26379270996881,-0.302532988004215,-1.09474407487277,1.33887083721741,-0.0584768426118739,-0.340890248504238,0.221920082003567,-1.39459746555454,1.55008363029078,1.59852403651055,-0.914166326148448,-1.61288343553532,1.6708216484606,-0.549677078985281,-1.73214034775313,3.16472006159237,-0.163252336473006,0.12552851779678,1.70622130383726,-0.807656899287445,0.788626228465255,0.387785788487731,-0.297289068028002,1.10358077238047,1.84803150325033,1.24905357320592,0.526560594308382,0.494726015245652,0.0863771145579987,0.585850864981558,-0.582696755227115,1
1,0.751061302606323,1.87211487891628,-0.533984057229936,-0.277366227607279,0.37524443942917,0.8591760307438,1.56281342990307,0.0677274034708766,-0.976219228606303,-0.56862777638454,0.871240024835073,0.16303681543884,-1.18886219188327,2.14364892358599,0.460782989344721,-0.19239610882622,0.362006417819403,1.10280787553047,-0.528698784984603,0.425948813371687,-0.552339834327106,0.175749523974449,2.3281103756245,0.683397441899393,0.482645944628082,2.0642664043397,0.395942932831722,2.02302301550933,3.14180920315006,0.396702957318926,-0.439109234435849,1.60421862242819,0.431818534684216,0.260070333294879,4.41703060362399,0.514369676653,-1.04828363923599,2.24570725009813,-1.22178812235466,-2.00433445778886,1.42523958481694,-0.0134466518789371,0.569513324082292,1.17358380721473,0.650305986136139,-0.0549064166508104,2.18023427538339,0.84955513606382,1.60227829903713,5.84447256355426,1
1,-1.5091665373287,3.06594250683496,0.774384606617658,0.430427805191253,2.11273877351668,-1.21461753377647,-0.751262465191356,0.333886340881627,0.144050084247542,0.470856491744196,0.845204442861324,-0.723466370823095,0.714549932099743,1.0168727041819,0.0317317912835401,-0.0985691864516401,1.13696354794009,-0.634389132761441,-0.704746511236954,1.30872833890666,-0.450379255149378,2.06195609684952,4.59522431844027,-0.097150631404357,1.22891016460743,2.62633801065214,0.598074064375068,-1.35984961739627,1.15149701009182,-1.13095677771478,2.12619063059612,0.633825725696054,0.852688180173883,-1.10354212002413,1.88508284686506,0.593732756328299,-1.03304327266859,0.424181255261281,0.0479745636953879,-1.22382339533247,1.71579298755381,1.06043409086529,-0.337231483727705,1.18340034757305,1.45630476713192,-0.361026760838714,1.20257730487196,-0.411961316753081,-0.194450778981972,6.53357985332863,0
0,-0.0951474508492868,8.39145186420678,-0.475621395338803,-0.128786668054707,3.5176621980367,0.619055380663752,1.37841082692889,0.284940447913293,0.456619218695199,1.30133671890066,1.77925188887949,0.58095493099741,0.585076173862136,0.291216916684758,1.26935056776202,-0.337139637480804,0.324444789538599,-0.087544769853704,-0.750914427101637,0.422751660520203,0.932314017862484,-0.00283143948002248,0.95937357962747,0.511660279680654,-0.692285530993124,1.76427078740465,1.59444586640056,0.622110060905764,1.29809135551282,-1.40454550211271,-0.807265309416477,2.03991336195103,-0.668694837814082,-0.685754821312371,0.963957674720464,-0.0110139089960877,0.359532721661952,2.92132119294831,0.212953132535414,-0.524639820928729,1.23261207079721,0.802659753888152,0.566517132784275,1.33251409915997,-0.24190672380852,-0.483125442560526,0.524876521890421,-1.10953509082788,0.674730533428694,6.21626976616446,0
1,-0.895947822756499,1.44212018715582,-0.0244273788868501,1.1292645954138,3.39459123730121,2.34537993067925,1.26146847671117,0.528765212849098,0.0377499344122749,0.0367091285508964,11.9839378071905,-0.809712986500423,-1.25196116891899,0.656685940356023,-0.333106835507158,1.0995341769723,0.272531485776115,0.405620598530472,-0.963818271483194,0.219197843533385,-0.738842525594244,0.747086753970129,1.71219803815438,0.581509290031646,0.317246538281119,3.55801530772374,-0.666319284117888,1.45526439970567,0.768570290266671,-0.974092875825016,-0.920251872366333,0.417315002297474,0.946852484426256,-1.86868305313874,1.38486909989401,0.444111451735022,0.625116610750354,0.283331481203684,0.943673567532287,0.825147337856282,1.77210325802359,-1.17572152038494,-0.658989802808664,0.218523931841641,-0.00398493190799807,-0.0816960721372437,1.52530410930766,-0.426617487008652,-0.943405175717043,15.8008541594759,1
1,-2.07075107054196,0.416953165185977,1.01900809628437,-0.246528493011147,0.893900468571604,-0.198027912485171,-0.647407029764523,0.676436871589469,-0.370973645420588,-0.59489481967054,0.968338828542709,-0.165147767241416,-1.87956654908924,0.333023122142722,1.09281504383211,0.74433319995642,1.29288498063727,-1.15021791384521,-0.428532628249292,0.983081574588365,1.62903029721084,-1.53401470734962,1.34398026604325,0.534678117689128,-0.394781712622203,0.113195058789456,-0.206361939025745,-0.522669728600469,0.604187723465047,-1.3128008683424,0.169865963043471,2.44309977543399,0.40737451080255,1.0312686754,4.39902951449626,1.44876878284857,0.564792540948711,0.823338290901031,-0.0221055658360275,2.00166296731053,2.27892590680082,0.0367973959396153,-0.023969875156785,1.40337152701875,0.530403966523482,1.1319396348669,1.20164014799801,-1.1116705712735,-1.69697487329497,2.98459538953156,1
1,0.150120131188143,2.78563223782793,-1.20558039559856,-1.16554781579066,1.99810682134576,-0.184007671076338,1.56889017974812,2.70316138676265,0.565148530464291,-0.665288295486097,0.44506358188907,0.836162359017029,0.0120830674316974,2.49002222352491,0.257418103209721,-0.098955648989459,1.75980866196353,0.325168450155847,-0.33708967552305,0.504426454955675,-1.40056374518942,0.530561349334435,0.626513865514156,0.659811088054206,-0.899705625723534,0.189380581149695,-1.33434120565868,-0.335124688346919,6.58527255758961,-0.0995859457418071,1.42971060163046,0.586741923724621,-1.54798457979038,-0.0978322441962871,0.338699578551302,0.485496283701739,-0.116758383869835,0.809300941763106,1.04204927804461,-0.714318790919889,0.251943904615221,1.14772420838838,0.768494259095055,14.4667853999548,-1.3613155635583,0.892364814018628,0.69549428062244,-0.319461061710378,1.31778174316921,1.59403412190555,0
0,-0.0792117092585882,2.47133599652977,1.59529386747203,1.51988229295041,0.11793265947238,0.838737527755983,1.66575790352885,0.240985222863804,0.121622642894301,0.716171020744132,2.82384276965309,-0.833893244494015,-0.708108894277591,0.883196626665602,-0.352933880721822,-0.91173896573359,2.2210614156975,-1.10923846278709,0.887886456294832,1.17338293452933,0.0543842611266701,-0.126456582439656,0.901303044073244,-0.141041234761423,0.241603972493254,0.567340615269681,0.157001766884502,0.28016399169795,0.670277576026311,-0.929937083050109,-0.774537210691761,1.24708985295704,-0.892810708312581,-0.577257337284839,0.872157645056461,1.21716964608262,-1.07440137928494,1.11641437624199,-1.38872073621978,-0.132724188559434,0.145134753235198,-0.774201830991639,0.326927820370793,0.599583686774077,0.718623239445363,-0.558653659599217,1.25066334577337,0.119435686182712,-2.0860195222649,4.67997206422527,1
